ADDRESS,Data Split,ZIPCODE,PredictedPrice,PRICE
1020 Southern Oak Ln,Train,32712,563910.0,545000
3480 Plymouth Sorrento Rd,Train,32712,266963.0,250000
1172 Degraw Dr,Train,32712,598323.0,585000
1641 Lake Marion Dr,Train,32712,415458.0,387000
896 Rock Creek St,Train,32712,574743.0,550000
438 W Kelly Park Rd,Train,32712,363323.0,310000
359 Prevo Dr,Train,32712,282432.0,265000
484 Lanarkshire Pl,Train,32712,608738.0,620000
1155 Orange Grove Ln,Train,32712,356752.0,380000
110 Wekiva Pointe Cir,Train,32712,562518.0,522000
3811 Lorne Ct,Train,32712,610232.0,609900
1135 Linkside Ct,Train,32712,274338.0,258000
548 Hebrides Ct,Train,32712,556608.0,554900
5808 Galloping Dr,Train,32712,445182.0,448990
2655 Sheila Dr,Train,32712,433975.0,426000
933 Southern Oak Ln,Train,32712,637514.0,660000
4702 Kati Lynn Dr,Train,32712,323196.0,330000
12 Pine Forest Pl,Train,32712,383454.0,385000
2856 Rock Springs Rd,Train,32712,228836.0,220000
581 Mary Paula Dr,Train,32712,405898.0,408000
5891 Galloping Dr,Train,32712,406880.0,405990
4023 W Ponkan Rd,Train,32712,448083.0,465000
1200 Pat Patterson Ct,Train,32712,389456.0,392000
1071 Sweet Tree Ct,Train,32712,404160.0,384000
282 W Summit St,Train,32712,293366.0,270000
3222 Country Side Dr,Train,32712,497919.0,499999
2221 White Jasmine Ct,Train,32712,689154.0,685000
5847 Galloping Dr,Train,32712,398080.0,397990
2104 Cranberry Isles Way,Train,32712,356532.0,350000
860 Stonechapel Ct,Train,32712,311591.0,307000
214 Sharp St,Train,32712,323850.0,334900
6085 Elm Samaras Ln,Train,32712,467381.0,466000
1801 Jainic Loop,Train,32712,601375.0,610000
560 Summit River Dr,Train,32712,471485.0,459000
2814 Breezy Meadow Rd,Test,32712,538986.0,475000
15 E Nightingale St,Test,32712,309027.0,222000
5513 Hayloft Dr,Test,32712,442029.0,436440
550 Summit River Dr,Test,32712,501298.0,500000
5482 Hayloft Dr,Test,32712,478570.0,478990
1243 Osprey Way,Test,32712,615021.0,549000
1373 Welch Ridge Ter,Test,32712,393436.0,385000
1809 Silver Valley Ct,Test,32712,540542.0,579000
3193 Country Side Dr,Test,32712,404648.0,340000
485 Halter Dr,Test,32712,419326.0,575450
191 Caldwell St,Test,32712,483627.0,321000
3415 Orange Rose Loop,Test,32712,642206.0,620380
493 Hebrides Ct,Test,32712,614560.0,750000
2639 Arbor Dune Ave,Test,32712,463285.0,558474
750 N Lake Ave,Test,32712,330208.0,305000
70 Jett Loop,Test,32712,382488.0,365000
5824 Galloping Dr,Test,32712,435975.0,443990
5836 Galloping Dr,Test,32712,433965.0,438990
4154 Jespersen St,Test,32712,415604.0,399990
644 Maya Susan Loop,Test,32712,406646.0,355000
218 Wekiva Pointe Cir,Test,32712,433871.0,490000
5638 Paddock Fence Ln,Test,32712,404200.0,389990
1008 Magnolia Blossom Ct,Test,32712,358819.0,400000
5620 Paddock Fence Ln,Test,32712,397640.0,400490
1468 Deer Lake Cir,Test,32712,561330.0,560000
5831 Galloping Dr,Test,32712,405045.0,395990
5221 Blanket Flower St,Test,32712,590039.0,660000
1141 Sweet Heather Ln,Test,32712,585440.0,645000
908 Hilly Bend Dr,Test,32712,448331.0,333000
3443 Players Point Loop,Test,32712,591171.0,625000
4113 Golden Willow Cir,Test,32712,649712.0,709000
808 E Orange St,Train,32703,406134.0,399900
3000 Clarcona Rd #2828,Train,32703,221763.0,118000
226 N Lake Ave,Train,32703,406262.0,243200
1801 Rider Rain Ln,Train,32703,506025.0,491400
817 Largo Ct,Train,32703,340815.0,350000
1719 Finley Ave,Train,32703,608336.0,480000
1883 Rider Rain Ln,Train,32703,516355.0,513990
2025 Wildfire Ct,Train,32703,360530.0,372000
1261 Ashworth Dr,Train,32703,344064.0,335000
1155 Seburn Rd,Train,32703,413141.0,405000
1360 Cherrybark Rd,Train,32703,302270.0,300000
1321 Peach St,Train,32703,327074.0,300000
3791 Brantley Place Cir,Train,32703,811664.0,800000
3630 Supreme Ct,Train,32703,703298.0,720000
226 S Apollo Dr,Train,32703,199435.0,218000
1907 Rider Rain Ln,Train,32703,522489.0,529990
3669 Rory Oak Cir,Train,32703,438949.0,433990
1414 Rolling Green Dr,Train,32703,246684.0,269000
8100 Stone Rd,Train,32703,434625.0,485000
2284 Cobblefield Cir,Train,32703,363728.0,368000
1526 Pinecliff Dr,Train,32703,1072943.0,1256627
2948 Ashwood Ct,Train,32703,371381.0,382000
2534 Wekiva Walk Way,Train,32703,418193.0,425000
1322 Palm Dr,Train,32703,977445.0,1355000
1952 Rider Rain Ln,Train,32703,422961.0,419851
3199 Tobago Ct,Train,32703,314007.0,275000
3141 Oak Alley Dr,Train,32703,1102450.0,1300000
729 Grand Hilltop Dr,Train,32703,566980.0,535000
2229 Beardsley Dr,Train,32703,421469.0,420000
303 S Apollo Dr,Train,32703,263232.0,245000
1071 Piedmont Lakes Blvd,Train,32703,354887.0,371478
905 Suwannee Dr,Train,32703,350632.0,345000
1917 Stake Out Way,Train,32703,416507.0,412297
1163 Saddleback Ridge Rd,Train,32703,314245.0,330000
2059 Rider Rain Ln,Train,32703,586919.0,588904
2095 Rider Rain Ln,Train,32703,505780.0,495990
2131 Golden Ivy Way,Train,32703,421907.0,422000
1761 Country Terrace Ln,Train,32703,365179.0,370000
116 Edgewood Dr,Train,32703,341508.0,335000
1461 Pinecliff Dr,Train,32703,736374.0,758114
2023 Rider Rain Ln,Train,32703,530100.0,537840
674 Creeping Fig St,Train,32703,849214.0,739990
1238 Admiral Dr,Train,32703,277610.0,280000
1943 Rider Rain Ln,Train,32703,585183.0,584990
1940 Rider Rain Ln,Train,32703,462487.0,414990
1928 Rider Rain Ln,Train,32703,417719.0,414990
332 Apopka Hills Cir,Train,32703,290887.0,283000
1421 Stoneway Pl,Train,32703,737685.0,720501
1420 Bethesda St,Train,32703,262460.0,225000
701 Bonsai St,Train,32703,419184.0,422000
2016 Sanderlin Point Loop,Train,32703,440219.0,430000
3814 Aiden Pl,Train,32703,460166.0,470000
1706 Pinecliff Dr,Train,32703,630962.0,618218
3555 Chinkapin Oak Ln,Train,32703,451122.0,463990
1440 Eden Dr,Train,32703,297376.0,304000
1092 Lakeside Estates Dr,Train,32703,527426.0,525000
1789 Rider Rain Ln,Train,32703,513928.0,514990
856 LA Gran Via Ln,Train,32703,408974.0,405000
1741 Rider Rain Ln,Train,32703,588802.0,583000
3674 Rory Oak Cir,Train,32703,450383.0,450000
1916 Rider Rain Ln,Train,32703,431345.0,436889
570 Willet Ave,Train,32703,448484.0,427500
1845 Iroquois Dr,Train,32703,287642.0,270000
3418 Douglas Fir Dr,Train,32703,594717.0,599625
2820 Nicholas Ln,Train,32703,414084.0,400000
331 Adrienne Dr,Train,32703,288042.0,289000
2108 Kilmer Ln,Train,32703,312348.0,285000
1018 Bear Lake Rd,Train,32703,331300.0,340000
2000 Heatheroak Dr,Train,32703,354294.0,350000
1931 Clarcona Rd,Train,32703,364153.0,325000
54 W 10th St,Train,32703,132252.0,80000
505 Harvard Pl,Train,32703,309692.0,315000
660 Whitetail Loop,Train,32703,351575.0,347900
1216 Windward Dr,Train,32703,340643.0,335000
1525 Oakwood Ct,Train,32703,320869.0,329500
1163 Whispering Winds Ct,Train,32703,339612.0,340000
9744 Cub Cv,Train,32703,644305.0,539000
3772 Cochran St,Train,32703,168421.0,130000
1229 Hillcrest View Loop,Train,32703,600235.0,592000
300 S Aurora Dr,Train,32703,326841.0,309000
5203 Pineview Way,Train,32703,1061109.0,1200000
1638 Frances Dr,Train,32703,423160.0,479000
3788 Brantley Place Cir,Train,32703,488094.0,520000
650 Creeping Fig St,Train,32703,751261.0,812160
1705 Rider Rain Ln,Train,32703,522074.0,525490
2643 Nova Dr,Train,32703,356789.0,350000
1765 Riderrain Ln,Train,32703,511451.0,510490
2204 Votaw Rd,Train,32703,499069.0,435000
1868 Rider Rain Ln,Train,32703,430265.0,430000
1027 Royal Oaks Dr,Train,32703,344238.0,349000
1011 Piedmont Oaks Dr,Train,32703,360394.0,370000
212 S Atlas Dr,Train,32703,306852.0,302000
1895 Rider Rain Ln,Train,32703,586367.0,588990
1904 Rider Rain Ln,Train,32703,420287.0,414990
2672 Ginseng Ivy St,Train,32703,538599.0,510667
1511 Dunn Cove Dr,Train,32703,396758.0,389000
1312 Surf Ave,Train,32703,335858.0,352000
1277 Waterview Ridge Cir,Train,32703,530968.0,537000
1730 Country Terrace Ln,Train,32703,319153.0,310000
5301 Pineview Way,Train,32703,419017.0,463500
1209 Highland Acres Dr,Train,32703,300510.0,266000
3561 Chinkapin Oak Ln,Train,32703,446898.0,446990
2125 Kilmer Ln,Train,32703,337747.0,340000
1747 Crowncrest Dr,Train,32703,550366.0,645000
3664 Apopka Ridge Cir,Train,32703,456909.0,465000
249 S McGee Ave,Test,32703,275611.0,106500
1020 Lakeside Estates Dr,Test,32703,521150.0,516000
1215 Marie Ave,Test,32703,216058.0,200000
1615 Chatham Cir,Test,32703,302548.0,300000
230 W Magnolia St,Test,32703,267114.0,335000
1856 Rider Rain Ln,Test,32703,418850.0,419990
1919 Rider Rain Ln,Test,32703,516437.0,519990
1440 Waterview Ridge Cir,Test,32703,555697.0,540000
406 Jillson St,Test,32703,379739.0,260000
1065 Cavan Dr,Test,32703,834211.0,699000
2071 Rider Rain Ln,Test,32703,505995.0,491990
2856 Park Meadow Dr,Test,32703,497121.0,545000
1952 Frenzel Dr,Test,32703,301674.0,335000
1433 Stoneway Pl,Test,32703,599577.0,645000
6115 Linneal Beach Dr,Test,32703,693315.0,1275000
1604 Old Apopka Rd,Test,32703,295670.0,235000
1756 Waterbeach Ct,Test,32703,352311.0,375000
3518 Shirley Dr,Test,32703,375779.0,367500
1955 Rider Rain Ln,Test,32703,528148.0,520990
3856 Brantley Place Cir,Test,32703,847978.0,750000
2008 Rider Rain Ln,Test,32703,417694.0,417990
1600 Crowncrest Dr,Test,32703,529174.0,379995
2320 Blue Meadows Ct,Test,32703,430010.0,556000
3823 Walker Rd,Test,32703,322217.0,290000
2349 Walnut Hts,Test,32703,420387.0,450000
103 N Atlas Dr,Test,32703,311924.0,305000
1174 Whispering Winds Ct,Test,32703,330480.0,251500
1507 Aurora Ridge Dr,Train,32798,479990.0,479990
11155 Amber Ridge Dr,Train,32798,479990.0,479990
3508 S Citrus Cir Unit GE,Test,32798,479990.0,150000
