ADDRESS,Data Split,ZIPCODE,PredictedPrice,PRICE
110 Wekiva Pointe Cir,Test,32712,591276.0,522000
2332 Pond Cove Way,Test,32712,556123.0,650000
548 Hebrides Ct,Test,32712,566296.0,554900
933 Southern Oak Ln,Test,32712,635888.0,660000
3415 Orange Rose Loop,Test,32712,645660.0,620380
750 N Lake Ave,Test,32712,326677.0,305000
1373 Welch Ridge Ter,Test,32712,386397.0,385000
3480 Plymouth Sorrento Rd,Test,32712,300308.0,250000
1701 Queen Palm Dr,Test,32712,435633.0,490000
4702 Kati Lynn Dr,Test,32712,311185.0,330000
1226 Deer Lake Cir,Test,32712,545992.0,578000
5839 Galloping Dr,Test,32712,481714.0,433990
3736 Kings Canyon Dr,Test,32712,618859.0,585880
908 Hilly Bend Dr,Test,32712,431586.0,333000
644 Maya Susan Loop,Test,32712,399579.0,355000
282 W Summit St,Test,32712,368331.0,270000
5638 Paddock Fence Ln,Test,32712,401377.0,389990
1575 Belfast Ct,Test,32712,429055.0,461000
900 Khingan Ct,Test,32712,390168.0,404000
485 Halter Dr,Test,32712,405939.0,575450
1801 Jainic Loop,Test,32712,601253.0,610000
1216 Windward Dr,Train,32703,334024.0,335000
230 W Magnolia St,Train,32703,294352.0,335000
1322 Palm Dr,Train,32703,1078381.0,1355000
1065 Cavan Dr,Train,32703,738311.0,699000
226 S Apollo Dr,Train,32703,217710.0,218000
856 LA Gran Via Ln,Train,32703,418582.0,405000
1440 Waterview Ridge Cir,Train,32703,558232.0,540000
1761 Country Terrace Ln,Train,32703,365472.0,370000
332 Apopka Hills Cir,Train,32703,287680.0,283000
2349 Walnut Hts,Train,32703,433802.0,450000
1706 Pinecliff Dr,Train,32703,589984.0,618218
2025 Wildfire Ct,Train,32703,367789.0,372000
1904 Rider Rain Ln,Train,32703,421526.0,414990
2320 Blue Meadows Ct,Train,32703,505498.0,556000
1638 Frances Dr,Train,32703,412563.0,479000
1940 Rider Rain Ln,Train,32703,446544.0,414990
660 Whitetail Loop,Train,32703,354687.0,347900
1705 Rider Rain Ln,Train,32703,531758.0,525490
303 S Apollo Dr,Train,32703,251858.0,245000
2643 Nova Dr,Train,32703,349317.0,350000
674 Creeping Fig St,Train,32703,767154.0,739990
3788 Brantley Place Cir,Train,32703,484890.0,520000
1928 Rider Rain Ln,Train,32703,419868.0,414990
9744 Cub Cv,Train,32703,718121.0,539000
1525 Oakwood Ct,Train,32703,320080.0,329500
729 Grand Hilltop Dr,Train,32703,547719.0,535000
1952 Frenzel Dr,Train,32703,324230.0,335000
1163 Whispering Winds Ct,Train,32703,328320.0,340000
1916 Rider Rain Ln,Train,32703,433463.0,436889
650 Creeping Fig St,Train,32703,764304.0,812160
1917 Stake Out Way,Train,32703,416181.0,412297
1209 Highland Acres Dr,Train,32703,326407.0,266000
1765 Riderrain Ln,Train,32703,515764.0,510490
5301 Pineview Way,Train,32703,414818.0,463500
1020 Lakeside Estates Dr,Train,32703,526632.0,516000
3418 Douglas Fir Dr,Train,32703,595624.0,599625
1756 Waterbeach Ct,Train,32703,368791.0,375000
1919 Rider Rain Ln,Train,32703,517439.0,519990
226 N Lake Ave,Train,32703,382379.0,243200
1461 Pinecliff Dr,Train,32703,750389.0,758114
8100 Stone Rd,Train,32703,439426.0,485000
808 E Orange St,Train,32703,414159.0,399900
103 N Atlas Dr,Train,32703,312944.0,305000
3823 Walker Rd,Train,32703,307388.0,290000
3856 Brantley Place Cir,Train,32703,761391.0,750000
1433 Stoneway Pl,Train,32703,596624.0,645000
249 S McGee Ave,Train,32703,166910.0,106500
1526 Pinecliff Dr,Train,32703,1062243.0,1256627
1229 Hillcrest View Loop,Train,32703,576118.0,592000
2672 Ginseng Ivy St,Train,32703,516157.0,510667
2820 Nicholas Ln,Train,32703,424298.0,400000
1604 Old Apopka Rd,Train,32703,260231.0,235000
3791 Brantley Place Cir,Train,32703,772015.0,800000
1312 Surf Ave,Train,32703,333598.0,352000
2108 Kilmer Ln,Train,32703,312925.0,285000
300 S Aurora Dr,Train,32703,315123.0,309000
2204 Votaw Rd,Train,32703,430483.0,435000
3674 Rory Oak Cir,Train,32703,448099.0,450000
1615 Chatham Cir,Train,32703,305802.0,300000
3814 Aiden Pl,Train,32703,456144.0,470000
1261 Ashworth Dr,Train,32703,347164.0,335000
2131 Golden Ivy Way,Train,32703,422806.0,422000
3000 Clarcona Rd #2828,Train,32703,208068.0,118000
1071 Piedmont Lakes Blvd,Train,32703,366628.0,371478
1238 Admiral Dr,Train,32703,270115.0,280000
2125 Kilmer Ln,Train,32703,339447.0,340000
2071 Rider Rain Ln,Train,32703,504898.0,491990
570 Willet Ave,Train,32703,466240.0,427500
905 Suwannee Dr,Train,32703,347920.0,345000
3555 Chinkapin Oak Ln,Train,32703,455376.0,463990
1027 Royal Oaks Dr,Train,32703,333532.0,349000
331 Adrienne Dr,Train,32703,277468.0,289000
1868 Rider Rain Ln,Train,32703,431698.0,430000
2948 Ashwood Ct,Train,32703,369395.0,382000
1955 Rider Rain Ln,Train,32703,527660.0,520990
1420 Bethesda St,Train,32703,264345.0,225000
2534 Wekiva Walk Way,Train,32703,421779.0,425000
1856 Rider Rain Ln,Train,32703,420028.0,419990
1321 Peach St,Train,32703,339501.0,300000
1883 Rider Rain Ln,Train,32703,522388.0,513990
1907 Rider Rain Ln,Train,32703,530899.0,529990
212 S Atlas Dr,Train,32703,297878.0,302000
1414 Rolling Green Dr,Train,32703,267450.0,269000
3141 Oak Alley Dr,Train,32703,1146016.0,1300000
3561 Chinkapin Oak Ln,Train,32703,440095.0,446990
1741 Rider Rain Ln,Train,32703,593985.0,583000
6115 Linneal Beach Dr,Train,32703,1192589.0,1275000
2856 Park Meadow Dr,Train,32703,523941.0,545000
1730 Country Terrace Ln,Train,32703,313440.0,310000
1163 Saddleback Ridge Rd,Train,32703,324948.0,330000
3199 Tobago Ct,Train,32703,317389.0,275000
817 Largo Ct,Train,32703,340530.0,350000
406 Jillson St,Train,32703,279544.0,260000
1511 Dunn Cove Dr,Train,32703,394370.0,389000
2000 Heatheroak Dr,Train,32703,355096.0,350000
2284 Cobblefield Cir,Train,32703,369471.0,368000
1174 Whispering Winds Ct,Train,32703,281165.0,251500
54 W 10th St,Train,32703,113914.0,80000
1943 Rider Rain Ln,Train,32703,593974.0,584990
701 Bonsai St,Train,32703,422349.0,422000
1155 Seburn Rd,Train,32703,414865.0,405000
1440 Eden Dr,Train,32703,296578.0,304000
1747 Crowncrest Dr,Train,32703,571116.0,645000
1018 Bear Lake Rd,Train,32703,345480.0,340000
505 Harvard Pl,Train,32703,313855.0,315000
2016 Sanderlin Point Loop,Test,32703,539181.0,430000
3518 Shirley Dr,Test,32703,356795.0,367500
2059 Rider Rain Ln,Test,32703,592970.0,588904
1092 Lakeside Estates Dr,Test,32703,549012.0,525000
1600 Crowncrest Dr,Test,32703,533171.0,379995
1845 Iroquois Dr,Test,32703,322470.0,270000
3669 Rory Oak Cir,Test,32703,436251.0,433990
3772 Cochran St,Test,32703,233050.0,130000
1952 Rider Rain Ln,Test,32703,421210.0,419851
2023 Rider Rain Ln,Test,32703,517825.0,537840
1719 Finley Ave,Test,32703,723972.0,480000
1277 Waterview Ridge Cir,Test,32703,554183.0,537000
3664 Apopka Ridge Cir,Test,32703,457577.0,465000
5203 Pineview Way,Test,32703,1220870.0,1200000
116 Edgewood Dr,Test,32703,353219.0,335000
1931 Clarcona Rd,Test,32703,417004.0,325000
1789 Rider Rain Ln,Test,32703,524388.0,514990
1011 Piedmont Oaks Dr,Test,32703,341204.0,370000
2095 Rider Rain Ln,Test,32703,504465.0,495990
2229 Beardsley Dr,Test,32703,462981.0,420000
1895 Rider Rain Ln,Test,32703,593851.0,588990
1421 Stoneway Pl,Test,32703,763658.0,720501
1801 Rider Rain Ln,Test,32703,528732.0,491400
3630 Supreme Ct,Test,32703,577970.0,720000
1360 Cherrybark Rd,Test,32703,325860.0,300000
2008 Rider Rain Ln,Test,32703,419758.0,417990
1215 Marie Ave,Test,32703,274278.0,200000
11155 Amber Ridge Dr,Train,32798,404092.0,479990
3508 S Citrus Cir Unit GE,Train,32798,240747.0,150000
1507 Aurora Ridge Dr,Test,32798,382643.0,479990
