ADDRESS,Data Split,ZIPCODE,PredictedPrice,PRICE
15 E Nightingale St,CrossVal,32712,298215.0,222000
2856 Rock Springs Rd,CrossVal,32712,230826.5,220000
1744 E Welch Rd,CrossVal,32712,234401.6,210500
3421 Fudge Rd,CrossVal,32712,295412.9,171000
1322 Palm Dr,CrossVal,32703,446232.3,1355000
3141 Oak Alley Dr,CrossVal,32703,734052.67,1300000
6115 Linneal Beach Dr,CrossVal,32703,1016345.15,1275000
1526 Pinecliff Dr,CrossVal,32703,712203.17,1256627
5203 Pineview Way,CrossVal,32703,1169714.18,1200000
650 Creeping Fig St,CrossVal,32703,533574.52,812160
3791 Brantley Place Cir,CrossVal,32703,689554.135,800000
1461 Pinecliff Dr,CrossVal,32703,633323.18,758114
3856 Brantley Place Cir,CrossVal,32703,699135.85,750000
674 Creeping Fig St,CrossVal,32703,848106.655,739990
1421 Stoneway Pl,CrossVal,32703,763850.09,720501
3630 Supreme Ct,CrossVal,32703,595775.74,720000
1065 Cavan Dr,CrossVal,32703,840656.68,699000
1433 Stoneway Pl,CrossVal,32703,498935.15,645000
1747 Crowncrest Dr,CrossVal,32703,414852.295,645000
1706 Pinecliff Dr,CrossVal,32703,523101.27,618218
3418 Douglas Fir Dr,CrossVal,32703,620878.455,599625
1229 Hillcrest View Loop,CrossVal,32703,638668.275,592000
1895 Rider Rain Ln,CrossVal,32703,584990.23,588990
2059 Rider Rain Ln,CrossVal,32703,600556.65,588904
1943 Rider Rain Ln,CrossVal,32703,600819.87,584990
1741 Rider Rain Ln,CrossVal,32703,614418.255,583000
2320 Blue Meadows Ct,CrossVal,32703,435219.075,556000
2856 Park Meadow Dr,CrossVal,32703,482386.695,545000
1440 Waterview Ridge Cir,CrossVal,32703,579665.885,540000
9744 Cub Cv,CrossVal,32703,839256.815,539000
2023 Rider Rain Ln,CrossVal,32703,524977.115,537840
1277 Waterview Ridge Cir,CrossVal,32703,561207.3,537000
729 Grand Hilltop Dr,CrossVal,32703,612401.265,535000
1907 Rider Rain Ln,CrossVal,32703,517346.37,529990
1705 Rider Rain Ln,CrossVal,32703,514164.685,525490
1092 Lakeside Estates Dr,CrossVal,32703,554554.73,525000
1955 Rider Rain Ln,CrossVal,32703,524308.89,520990
3788 Brantley Place Cir,CrossVal,32703,428497.635,520000
1919 Rider Rain Ln,CrossVal,32703,519696.15,519990
1020 Lakeside Estates Dr,CrossVal,32703,518115.02,516000
1789 Rider Rain Ln,CrossVal,32703,522393.19,514990
1883 Rider Rain Ln,CrossVal,32703,518179.88,513990
2672 Ginseng Ivy St,CrossVal,32703,524398.195,510667
1765 Riderrain Ln,CrossVal,32703,509497.84,510490
2095 Rider Rain Ln,CrossVal,32703,505410.305,495990
2071 Rider Rain Ln,CrossVal,32703,508832.71,491990
1801 Rider Rain Ln,CrossVal,32703,536460.165,491400
8100 Stone Rd,CrossVal,32703,343038.54,485000
1719 Finley Ave,CrossVal,32703,776426.98,480000
1638 Frances Dr,CrossVal,32703,337959.34,479000
3814 Aiden Pl,CrossVal,32703,452548.225,470000
3664 Apopka Ridge Cir,CrossVal,32703,458601.7,465000
3555 Chinkapin Oak Ln,CrossVal,32703,438304.225,463990
5301 Pineview Way,CrossVal,32703,333995.0,463500
3674 Rory Oak Cir,CrossVal,32703,437704.84,450000
2349 Walnut Hts,CrossVal,32703,405422.85,450000
3561 Chinkapin Oak Ln,CrossVal,32703,440776.31,446990
1916 Rider Rain Ln,CrossVal,32703,434198.91,436889
2204 Votaw Rd,CrossVal,32703,478319.155,435000
3669 Rory Oak Cir,CrossVal,32703,437313.875,433990
2016 Sanderlin Point Loop,CrossVal,32703,543103.935,430000
1868 Rider Rain Ln,CrossVal,32703,443448.505,430000
570 Willet Ave,CrossVal,32703,501313.56,427500
2534 Wekiva Walk Way,CrossVal,32703,424297.11,425000
701 Bonsai St,CrossVal,32703,422502.805,422000
2131 Golden Ivy Way,CrossVal,32703,423594.76,422000
2229 Beardsley Dr,CrossVal,32703,466404.065,420000
1856 Rider Rain Ln,CrossVal,32703,410772.87,419990
1952 Rider Rain Ln,CrossVal,32703,421986.885,419851
2008 Rider Rain Ln,CrossVal,32703,419528.605,417990
1940 Rider Rain Ln,CrossVal,32703,486053.23,414990
1928 Rider Rain Ln,CrossVal,32703,427636.08,414990
1904 Rider Rain Ln,CrossVal,32703,430481.97,414990
1917 Stake Out Way,CrossVal,32703,418112.255,412297
856 LA Gran Via Ln,CrossVal,32703,428919.815,405000
1155 Seburn Rd,CrossVal,32703,427181.36,405000
2820 Nicholas Ln,CrossVal,32703,424496.97,400000
808 E Orange St,CrossVal,32703,391318.465,399900
1511 Dunn Cove Dr,CrossVal,32703,389589.01,389000
2948 Ashwood Ct,CrossVal,32703,359791.5,382000
1600 Crowncrest Dr,CrossVal,32703,527387.905,379995
1756 Waterbeach Ct,CrossVal,32703,359727.105,375000
2025 Wildfire Ct,CrossVal,32703,356810.0,372000
1071 Piedmont Lakes Blvd,CrossVal,32703,357616.35,371478
1761 Country Terrace Ln,CrossVal,32703,346543.035,370000
1011 Piedmont Oaks Dr,CrossVal,32703,341576.23,370000
2284 Cobblefield Cir,CrossVal,32703,374652.665,368000
3518 Shirley Dr,CrossVal,32703,361278.0,367500
1312 Surf Ave,CrossVal,32703,273115.0,352000
2643 Nova Dr,CrossVal,32703,360852.28,350000
2000 Heatheroak Dr,CrossVal,32703,371201.235,350000
817 Largo Ct,CrossVal,32703,320424.56,350000
1027 Royal Oaks Dr,CrossVal,32703,313102.5,349000
660 Whitetail Loop,CrossVal,32703,339132.18,347900
905 Suwannee Dr,CrossVal,32703,356574.0,345000
2125 Kilmer Ln,CrossVal,32703,314652.5,340000
1018 Bear Lake Rd,CrossVal,32703,316379.78,340000
1163 Whispering Winds Ct,CrossVal,32703,312535.5,340000
1952 Frenzel Dr,CrossVal,32703,295652.5,335000
1216 Windward Dr,CrossVal,32703,331652.5,335000
230 W Magnolia St,CrossVal,32703,212332.5,335000
1261 Ashworth Dr,CrossVal,32703,356959.675,335000
116 Edgewood Dr,CrossVal,32703,352159.95,335000
1163 Saddleback Ridge Rd,CrossVal,32703,292487.5,330000
1525 Oakwood Ct,CrossVal,32703,299482.5,329500
1931 Clarcona Rd,CrossVal,32703,419220.65,325000
505 Harvard Pl,CrossVal,32703,302979.89,315000
1730 Country Terrace Ln,CrossVal,32703,318965.86,310000
300 S Aurora Dr,CrossVal,32703,338082.46,309000
103 N Atlas Dr,CrossVal,32703,317847.0,305000
1440 Eden Dr,CrossVal,32703,280093.5,304000
212 S Atlas Dr,CrossVal,32703,325813.5,302000
1360 Cherrybark Rd,CrossVal,32703,326650.0,300000
1615 Chatham Cir,CrossVal,32703,309052.895,300000
1321 Peach St,CrossVal,32703,404150.205,300000
3823 Walker Rd,CrossVal,32703,311172.45,290000
331 Adrienne Dr,CrossVal,32703,230262.5,289000
2108 Kilmer Ln,CrossVal,32703,344320.94,285000
332 Apopka Hills Cir,CrossVal,32703,276869.5,283000
1238 Admiral Dr,CrossVal,32703,221165.0,280000
3199 Tobago Ct,CrossVal,32703,392380.655,275000
1845 Iroquois Dr,CrossVal,32703,326367.5,270000
1414 Rolling Green Dr,CrossVal,32703,247597.5,269000
1209 Highland Acres Dr,CrossVal,32703,644544.79,266000
406 Jillson St,CrossVal,32703,459758.975,260000
1174 Whispering Winds Ct,CrossVal,32703,344099.45,251500
303 S Apollo Dr,CrossVal,32703,285820.0,245000
226 N Lake Ave,CrossVal,32703,730234.31,243200
1604 Old Apopka Rd,CrossVal,32703,302452.5,235000
1420 Bethesda St,CrossVal,32703,304992.5,225000
226 S Apollo Dr,CrossVal,32703,187922.5,218000
1215 Marie Ave,CrossVal,32703,285460.0,200000
3772 Cochran St,CrossVal,32703,240250.0,130000
3000 Clarcona Rd #2828,CrossVal,32703,273324.685,118000
249 S McGee Ave,CrossVal,32703,283717.0,106500
54 W 10th St,CrossVal,32703,189067.5,80000
